# x      y    u(x,y)
0.615385 0 -0.0177982
0.653846 0 -0.0155037
0.692308 0 -0.0122923
0.730769 0 -0.00763513
0.615385 0.0163934 -0.0340937
0.653846 0.0163934 -0.0294764
0.692308 0.0163934 -0.0230726
0.730769 0.0163934 -0.0139579
0.615385 0.0327869 -0.0490111
0.653846 0.0327869 -0.0420848
0.692308 0.0327869 -0.0325793
0.730769 0.0327869 -0.0193158
0.615385 0.0491803 -0.0626692
0.653846 0.0491803 -0.0534813
0.692308 0.0491803 -0.0410112
0.730769 0.0491803 -0.0239369
0.615385 0.0655738 -0.0751783
0.653846 0.0655738 -0.0638016
0.692308 0.0655738 -0.04853
0.730769 0.0655738 -0.0279764
0.615385 0.0819672 -0.08664
0.653846 0.0819672 -0.073165
0.692308 0.0819672 -0.0552666
0.730769 0.0819672 -0.031544
0.615385 0.0983607 -0.0971463
0.653846 0.0983607 -0.0816749
0.692308 0.0983607 -0.061327
0.730769 0.0983607 -0.0347197
0.615385 0.114754 -0.10678
0.653846 0.114754 -0.0894207
0.692308 0.114754 -0.0667976
0.730769 0.114754 -0.0375633
0.615385 0.131148 -0.115616
0.653846 0.131148 -0.0964799
0.692308 0.131148 -0.0717492
0.730769 0.131148 -0.0401214
0.615385 0.147541 -0.123721
0.653846 0.147541 -0.102919
0.692308 0.147541 -0.0762404
0.730769 0.147541 -0.0424304
0.615385 0.163934 -0.131153
0.653846 0.163934 -0.108796
0.692308 0.163934 -0.0803201
0.730769 0.163934 -0.0445196
0.615385 0.180328 -0.137966
0.653846 0.180328 -0.114161
0.692308 0.180328 -0.0840294
0.730769 0.180328 -0.0464131
0.615385 0.196721 -0.144205
0.653846 0.196721 -0.119057
0.692308 0.196721 -0.0874032
0.730769 0.196721 -0.0481309
0.615385 0.213115 -0.149914
0.653846 0.213115 -0.123522
0.692308 0.213115 -0.0904713
0.730769 0.213115 -0.0496896
0.615385 0.229508 -0.155129
0.653846 0.229508 -0.12759
0.692308 0.229508 -0.0932594
0.730769 0.229508 -0.0511033
0.615385 0.245902 -0.159882
0.653846 0.245902 -0.13129
0.692308 0.245902 -0.0957895
0.730769 0.245902 -0.0523841
0.615385 0.262295 -0.164204
0.653846 0.262295 -0.134646
0.692308 0.262295 -0.0980807
0.730769 0.262295 -0.0535423
0.615385 0.278689 -0.168121
0.653846 0.278689 -0.137682
0.692308 0.278689 -0.10015
0.730769 0.278689 -0.054587
0.615385 0.295082 -0.171655
0.653846 0.295082 -0.140417
0.692308 0.295082 -0.102011
0.730769 0.295082 -0.0555257
0.615385 0.311475 -0.174827
0.653846 0.311475 -0.142868
0.692308 0.311475 -0.103677
0.730769 0.311475 -0.0563652
0.615385 0.327869 -0.177656
0.653846 0.327869 -0.145051
0.692308 0.327869 -0.105159
0.730769 0.327869 -0.0571114
0.615385 0.344262 -0.180157
0.653846 0.344262 -0.146979
0.692308 0.344262 -0.106467
0.730769 0.344262 -0.0577691
0.615385 0.360656 -0.182344
0.653846 0.360656 -0.148664
0.692308 0.360656 -0.107608
0.730769 0.360656 -0.0583428
0.615385 0.377049 -0.184229
0.653846 0.377049 -0.150114
0.692308 0.377049 -0.10859
0.730769 0.377049 -0.0588362
0.615385 0.393443 -0.185823
0.653846 0.393443 -0.151339
0.692308 0.393443 -0.109419
0.730769 0.393443 -0.0592523
0.615385 0.409836 -0.187134
0.653846 0.409836 -0.152347
0.692308 0.409836 -0.1101
0.730769 0.409836 -0.0595938
0.615385 0.42623 -0.188169
0.653846 0.42623 -0.153141
0.692308 0.42623 -0.110637
0.730769 0.42623 -0.0598629
0.615385 0.442623 -0.188934
0.653846 0.442623 -0.153728
0.692308 0.442623 -0.111033
0.730769 0.442623 -0.0600611
0.615385 0.459016 -0.189433
0.653846 0.459016 -0.15411
0.692308 0.459016 -0.111291
0.730769 0.459016 -0.0601899
0.615385 0.47541 -0.18967
0.653846 0.47541 -0.154291
0.692308 0.47541 -0.111412
0.730769 0.47541 -0.0602499
0.615385 0.491803 -0.189644
0.653846 0.491803 -0.15427
0.692308 0.491803 -0.111397
0.730769 0.491803 -0.0602417
0.615385 0.508197 -0.189358
0.653846 0.508197 -0.154049
0.692308 0.508197 -0.111246
0.730769 0.508197 -0.0601652
0.615385 0.52459 -0.188809
0.653846 0.52459 -0.153625
0.692308 0.52459 -0.110958
0.730769 0.52459 -0.0600202
0.615385 0.540984 -0.187994
0.653846 0.540984 -0.152998
0.692308 0.540984 -0.110533
0.730769 0.540984 -0.0598058
0.615385 0.557377 -0.186911
0.653846 0.557377 -0.152164
0.692308 0.557377 -0.109967
0.730769 0.557377 -0.0595208
0.615385 0.57377 -0.185553
0.653846 0.57377 -0.151118
0.692308 0.57377 -0.109258
0.730769 0.57377 -0.0591637
0.615385 0.590164 -0.183913
0.653846 0.590164 -0.149855
0.692308 0.590164 -0.108401
0.730769 0.590164 -0.0587324
0.615385 0.606557 -0.181984
0.653846 0.606557 -0.148368
0.692308 0.606557 -0.107392
0.730769 0.606557 -0.0582243
0.615385 0.622951 -0.179755
0.653846 0.622951 -0.146649
0.692308 0.622951 -0.106225
0.730769 0.622951 -0.0576363
