# x      y    u(x,y)
0.307692 0 0.000998146
0.346154 0 0.00102724
0.384615 0 0.00108152
0.423077 0 0.00117921
0.307692 0.0163934 0.00209028
0.346154 0.0163934 0.00217315
0.384615 0.0163934 0.00230782
0.423077 0.0163934 0.00253059
0.307692 0.0327869 0.00326599
0.346154 0.0327869 0.00342422
0.384615 0.0327869 0.0036621
0.423077 0.0327869 0.00403369
0.307692 0.0491803 0.00451484
0.346154 0.0491803 0.00476701
0.384615 0.0491803 0.00512771
0.423077 0.0491803 0.00566821
0.307692 0.0655738 0.00582636
0.346154 0.0655738 0.00618819
0.384615 0.0655738 0.00668818
0.423077 0.0655738 0.00741409
0.307692 0.0819672 0.00719008
0.346154 0.0819672 0.00767458
0.384615 0.0819672 0.00832732
0.423077 0.0819672 0.00925172
0.307692 0.0983607 0.00859558
0.346154 0.0983607 0.00921321
0.384615 0.0983607 0.0100293
0.423077 0.0983607 0.011162
0.307692 0.114754 0.0100325
0.346154 0.114754 0.0107913
0.384615 0.114754 0.0117788
0.423077 0.114754 0.0131266
0.307692 0.131148 0.0114907
0.346154 0.131148 0.0123966
0.384615 0.131148 0.0135609
0.423077 0.131148 0.0151279
0.307692 0.147541 0.0129601
0.346154 0.147541 0.0140168
0.384615 0.147541 0.0153613
0.423077 0.147541 0.0171489
0.307692 0.163934 0.0144309
0.346154 0.163934 0.0156405
0.384615 0.163934 0.0171662
0.423077 0.163934 0.0191738
0.307692 0.180328 0.0158935
0.346154 0.180328 0.0172562
0.384615 0.180328 0.0189625
0.423077 0.180328 0.0211874
0.307692 0.196721 0.0173388
0.346154 0.196721 0.0188533
0.384615 0.196721 0.0207378
0.423077 0.196721 0.0231755
0.307692 0.213115 0.0187577
0.346154 0.213115 0.0204216
0.384615 0.213115 0.0224804
0.423077 0.213115 0.0251248
0.307692 0.229508 0.0201419
0.346154 0.229508 0.0219511
0.384615 0.229508 0.0241792
0.423077 0.229508 0.0270228
0.307692 0.245902 0.021483
0.346154 0.245902 0.0234328
0.384615 0.245902 0.0258237
0.423077 0.245902 0.028858
0.307692 0.262295 0.0227735
0.346154 0.262295 0.0248579
0.384615 0.262295 0.0274043
0.423077 0.262295 0.0306198
0.307692 0.278689 0.024006
0.346154 0.278689 0.0262184
